Period,Org Code,Parent Org,Org name,A&E attendances Type 1,A&E attendances Type 2,A&E attendances Other A&E Department,A&E attendances Booked Appointments Type 1,A&E attendances Booked Appointments Type 2,A&E attendances Booked Appointments Other Department,Attendances over 4hrs Type 1,Attendances over 4hrs Type 2,Attendances over 4hrs Other Department,Attendances over 4hrs Booked Appointments Type 1,Attendances over 4hrs Booked Appointments Type 2,Attendances over 4hrs Booked Appointments Other Department,Patients who have waited 4-12 hs from DTA to admission,Patients who have waited 12+ hrs from DTA to admission,Emergency admissions via A&E - Type 1,Emergency admissions via A&E - Type 2,Emergency admissions via A&E - Other A&E department,Other emergency admissions
MSitAE-APRIL-2025,RJN,NHS ENGLAND NORTH WEST ,EAST CHESHIRE NHS TRUST,4406,0,0,84,0,69,2314,0,0,0,0,0,163,278,789,0,0,170
MSitAE-APRIL-2025,RTR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,7386,0,9340,0,0,1895,3650,0,556,0,0,73,318,13,2656,0,124,2332
MSitAE-APRIL-2025,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,13070,0,0,0,0,0,194,0,0,0,0,0,0,0,0,58
MSitAE-APRIL-2025,RYY,NHS ENGLAND SOUTH EAST ,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0,0,9195,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2025,Y07709,NHS ENGLAND SOUTH EAST ,READING URGENT CARE CENTRE,0,0,2244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2025,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2025,NV693,NHS ENGLAND NORTH WEST ,ROSSENDALE MIU & OOH,0,0,1108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2025,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6646,0,1170,0,0,0,3021,0,0,0,0,0,772,111,965,0,0,146
MSitAE-APRIL-2025,RFF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,8877,0,0,37,0,0,2936,0,0,0,0,0,439,5,2863,0,0,498
MSitAE-APRIL-2025,RJR,NHS ENGLAND NORTH WEST ,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,5079,0,2376,0,0,0,2712,0,262,0,0,0,234,709,1605,0,0,1187
MSitAE-APRIL-2025,RQX,NHS ENGLAND LONDON,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,10777,0,0,0,0,0,1940,0,0,0,0,0,198,24,1725,0,0,331
MSitAE-APRIL-2025,RXR,NHS ENGLAND NORTH WEST ,EAST LANCASHIRE HOSPITALS NHS TRUST,13049,0,10635,0,0,0,4198,0,439,0,0,0,643,814,3755,0,85,1652
MSitAE-APRIL-2025,Y03218,NHS ENGLAND LONDON,THE PINN UNREGISTERED WIC,0,0,889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2025,8J094,NHS ENGLAND MIDLANDS ,BADGER LTD,0,0,0,0,0,1409,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2025,DT301,NHS ENGLAND EAST OF ENGLAND ,HERTS URGENT CARE (ASCOTS LANE),0,0,2137,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2025,NQT51,NHS ENGLAND SOUTH EAST ,STATION PLAZA HEALTH CENTRE,0,0,1209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2025,NTPAD,NHS ENGLAND SOUTH EAST ,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,0,0,5249,0,0,182,0,0,207,0,0,1,0,0,0,0,0,0
MSitAE-APRIL-2025,RA9,NHS ENGLAND SOUTH WEST ,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,6336,0,3247,448,0,177,2613,0,15,160,0,1,202,23,2284,0,0,1130
MSitAE-APRIL-2025,RAX,NHS ENGLAND LONDON,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,6646,0,8505,0,0,0,3351,0,257,0,0,0,135,504,2136,0,258,531
MSitAE-APRIL-2025,RR7,NHS ENGLAND NORTH EAST AND YORKSHIRE ,GATESHEAD HEALTH NHS FOUNDATION TRUST,5888,0,3944,32,0,4,2646,0,50,13,0,0,796,0,1593,0,0,39
MSitAE-APRIL-2025,Y00751,NHS ENGLAND SOUTH EAST ,EAST BERKS PRIMARY CARE OOH(WAM),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2025,Y02147,NHS ENGLAND LONDON,URGENT CARE CENTRE (QMS),0,0,7961,0,0,216,0,0,133,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2025,Y03007,NHS ENGLAND MIDLANDS ,ERDINGTON GP HEALTH & WELLBEING WIC,0,0,0,0,0,2022,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2025,ACH01,NHS ENGLAND SOUTH EAST ,WHITSTABLE MEDICAL PRACTICE,0,0,4951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2025,G0Q0L,NHS ENGLAND LONDON,BARKING HOSPITAL UTC,0,0,2768,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2025,K6K0R,NHS ENGLAND LONDON,HAROLD WOOD POLYCLINIC UTC,0,0,2491,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2025,RLQ,NHS ENGLAND MIDLANDS ,WYE VALLEY NHS TRUST,5878,1122,114,127,0,0,3041,0,0,43,0,0,429,277,1431,0,0,135
MSitAE-APRIL-2025,RV9,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HUMBER TEACHING NHS FOUNDATION TRUST,0,0,1134,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2025,RWP,NHS ENGLAND MIDLANDS ,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,13649,0,5858,0,0,0,7557,0,66,0,0,0,793,880,2739,0,0,794
MSitAE-APRIL-2025,RXK,NHS ENGLAND MIDLANDS ,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,10840,1175,8329,386,0,0,4504,173,146,150,0,0,808,270,2543,0,0,520
MSitAE-APRIL-2025,AJN,NHS ENGLAND NORTH EAST AND YORKSHIRE ,WORKINGTON HEALTH LIMITED,0,0,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2025,ARN03,NHS ENGLAND NORTH EAST AND YORKSHIRE ,LOCAL CARE DIRECT,0,0,2226,0,0,187,0,0,9,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2025,C82009,NHS ENGLAND MIDLANDS ,MARKET HARBOROUGH MED.CTR,0,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2025,L83087,NHS ENGLAND SOUTH WEST ,OKEHAMPTON MEDICAL CENTRE,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2025,NLX,NHS ENGLAND SOUTH WEST ,SIRONA CARE & HEALTH,0,0,8692,0,0,415,0,0,328,0,0,45,0,0,0,0,0,0
MSitAE-APRIL-2025,RAT,NHS ENGLAND LONDON,NORTH EAST LONDON NHS FOUNDATION TRUST,0,0,1730,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2025,RBD,NHS ENGLAND SOUTH WEST ,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,4319,0,0,447,0,4383,1549,0,0,85,0,13,201,25,2001,0,0,497
MSitAE-APRIL-2025,RCU,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,4162,0,351,294,0,20,299,0,0,23,0,0,7,0,982,0,0,91
MSitAE-APRIL-2025,RGN,NHS ENGLAND EAST OF ENGLAND ,NORTH WEST ANGLIA NHS FOUNDATION TRUST,14259,0,4206,253,0,449,5836,0,85,62,0,8,576,767,3434,0,25,1474
MSitAE-APRIL-2025,RGR,NHS ENGLAND EAST OF ENGLAND ,WEST SUFFOLK NHS FOUNDATION TRUST,7602,0,724,92,0,0,1570,0,0,0,0,0,285,118,1961,0,0,281
MSitAE-APRIL-2025,RJ6,NHS ENGLAND LONDON,CROYDON HEALTH SERVICES NHS TRUST,12685,0,4850,0,0,0,3660,0,0,0,0,0,295,538,1177,0,0,109
MSitAE-APRIL-2025,RJC,NHS ENGLAND MIDLANDS ,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,7824,0,441,1,0,0,2271,0,0,0,0,0,397,35,2205,0,0,876
MSitAE-APRIL-2025,RJZ,NHS ENGLAND LONDON,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,15261,0,9200,68,0,1098,6420,0,464,12,0,0,1693,583,3660,0,0,318
MSitAE-APRIL-2025,RK9,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,9037,155,5353,0,0,0,4695,0,99,0,0,0,506,583,2792,0,0,1510
MSitAE-APRIL-2025,RKE,NHS ENGLAND LONDON,WHITTINGTON HEALTH NHS TRUST,8831,0,0,0,0,0,2619,0,0,0,0,0,243,222,1308,0,0,44
MSitAE-APRIL-2025,RNN,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,8794,0,2236,334,0,33,3968,0,30,98,0,2,556,496,2279,0,0,722
MSitAE-APRIL-2025,RP6,NHS ENGLAND LONDON,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,0,5987,0,0,0,0,0,173,0,0,0,0,0,0,0,6,0,240
MSitAE-APRIL-2025,RPA,NHS ENGLAND SOUTH EAST ,MEDWAY NHS FOUNDATION TRUST,8901,0,6431,355,0,1310,2989,0,693,69,0,0,419,412,1884,0,0,458
MSitAE-APRIL-2025,RPC,NHS ENGLAND SOUTH EAST ,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,0,0,1450,0,0,0,0,0,15,0,0,0,0,0,0,0,3,552
MSitAE-APRIL-2025,RWF,NHS ENGLAND SOUTH EAST ,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,17983,0,2285,818,0,239,3733,0,14,86,0,1,926,185,4861,0,0,1007
MSitAE-APRIL-2025,RX1,NHS ENGLAND MIDLANDS ,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,12371,1736,542,0,0,0,6491,122,123,0,0,0,254,581,4459,61,0,4100
MSitAE-APRIL-2025,RXF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,MID YORKSHIRE TEACHING NHS TRUST,16584,115,5751,120,0,87,6218,0,340,2,0,0,2070,311,3518,0,176,773
MSitAE-APRIL-2025,RY2,NHS ENGLAND NORTH WEST ,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,0,0,3003,0,0,209,0,0,178,0,0,4,0,0,0,0,0,0
MSitAE-APRIL-2025,RY4,NHS ENGLAND EAST OF ENGLAND ,HERTFORDSHIRE COMMUNITY NHS TRUST,0,0,1182,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2025,RY5,NHS ENGLAND MIDLANDS ,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,0,0,8540,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2025,RY8,NHS ENGLAND MIDLANDS ,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,0,0,8013,0,0,1716,0,0,168,0,0,7,0,0,0,0,0,0
MSitAE-APRIL-2025,A5D4Q,NHS ENGLAND MIDLANDS ,NEMS UTC,0,0,3399,0,0,0,0,0,777,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2025,NTP11,NHS ENGLAND SOUTH EAST ,PRACTICE PLUS GROUP HOSPITAL - SOUTHAMPTON,0,0,5503,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2025,R0A,NHS ENGLAND NORTH WEST ,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,24296,2948,11474,3405,483,1068,10628,113,633,1355,42,104,3597,101,5679,101,151,402
MSitAE-APRIL-2025,R0B,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,11042,1210,6082,811,0,1669,5342,16,161,400,0,59,814,15,4246,14,0,1543
MSitAE-APRIL-2025,R0D,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,13652,0,5432,0,0,0,5603,0,0,0,0,0,902,185,4326,1,0,2373
MSitAE-APRIL-2025,RA7,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,14960,2424,0,0,0,0,5377,222,0,0,0,0,1107,486,4948,11,0,1467
MSitAE-APRIL-2025,RAS,NHS ENGLAND LONDON,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,5926,0,6844,0,0,0,3174,0,49,0,0,0,583,78,1786,0,0,53
MSitAE-APRIL-2025,RBK,NHS ENGLAND MIDLANDS ,WALSALL HEALTHCARE NHS TRUST,9005,0,4288,43,0,149,3149,0,101,10,0,0,987,238,3735,0,0,732
MSitAE-APRIL-2025,RBS,NHS ENGLAND NORTH WEST ,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,5674,0,0,0,0,0,804,0,0,0,0,0,1,0,812,0,0,288
MSitAE-APRIL-2025,RC9,NHS ENGLAND EAST OF ENGLAND ,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,16149,0,7907,0,0,903,6626,0,0,0,0,0,80,4,4633,0,0,2022
MSitAE-APRIL-2025,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,5994,219,0,516,0,0,2246,0,0,0,0,0,381,116,1577,0,0,474
MSitAE-APRIL-2025,RH8,NHS ENGLAND SOUTH WEST ,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,12301,0,4080,1181,0,82,4983,0,6,408,0,0,932,214,3610,0,0,1827
MSitAE-APRIL-2025,RJL,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,9087,0,7047,0,0,417,4947,0,82,0,0,3,654,800,4810,0,0,380
MSitAE-APRIL-2025,RL4,NHS ENGLAND MIDLANDS ,THE ROYAL WOLVERHAMPTON NHS TRUST,12293,0,8309,155,0,793,3523,0,192,32,0,2,989,244,5725,0,0,920
MSitAE-APRIL-2025,RMP,NHS ENGLAND NORTH WEST ,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,8544,0,2878,366,0,86,3997,0,17,0,0,0,574,368,1553,0,0,245
MSitAE-APRIL-2025,RN3,NHS ENGLAND SOUTH WEST ,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,5552,0,5481,0,0,0,2911,0,443,0,0,0,540,342,2340,0,0,1317
MSitAE-APRIL-2025,RNA,NHS ENGLAND MIDLANDS ,THE DUDLEY GROUP NHS FOUNDATION TRUST,9578,0,4106,0,0,648,3362,0,120,0,0,0,1921,145,3450,0,0,2477
MSitAE-APRIL-2025,RNQ,NHS ENGLAND MIDLANDS ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,9774,0,8433,330,0,0,3753,0,125,0,0,0,562,815,1940,0,0,237
MSitAE-APRIL-2025,RQW,NHS ENGLAND EAST OF ENGLAND ,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,7467,0,1919,0,0,639,3194,0,0,0,0,0,379,87,1752,0,0,296
MSitAE-APRIL-2025,RRV,NHS ENGLAND LONDON,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,12998,0,0,428,0,0,3829,0,0,0,0,0,427,126,1377,0,0,292
MSitAE-APRIL-2025,RTH,NHS ENGLAND SOUTH EAST ,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,12200,1834,3436,1725,0,95,4243,0,2,479,0,0,650,0,4719,123,15,4345
MSitAE-APRIL-2025,RTQ,NHS ENGLAND SOUTH WEST ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,0,0,8409,0,0,0,0,0,170,0,0,0,0,0,0,0,0,26
MSitAE-APRIL-2025,RTX,NHS ENGLAND NORTH WEST ,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,9021,0,2983,160,0,1438,3380,0,60,19,0,22,658,443,3036,0,18,958
MSitAE-APRIL-2025,RXQ,NHS ENGLAND SOUTH EAST ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,10175,1161,3428,0,0,0,2970,0,64,0,0,0,245,212,3902,852,0,2161
MSitAE-APRIL-2025,NNF09,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BRANSHOLME HEALTH CENTRE,0,0,3556,0,0,0,0,0,584,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2025,NNF16,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BRIDLINGTON HOSPITAL,0,0,1586,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2025,NNF94,NHS ENGLAND NORTH EAST AND YORKSHIRE ,EAST RIDING COMMUNITY HOSPITAL,0,0,3043,0,0,0,0,0,231,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2025,NNFA7,NHS ENGLAND NORTH EAST AND YORKSHIRE ,GOOLE & DISTRICT HOSPITAL,0,0,1675,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2025,R1K,NHS ENGLAND LONDON,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,13592,0,14950,0,0,0,6467,0,195,0,0,0,666,385,6511,0,0,354
MSitAE-APRIL-2025,RAE,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,8991,988,3331,0,0,0,2270,0,0,0,0,0,648,71,2535,0,17,1328
MSitAE-APRIL-2025,RAJ,NHS ENGLAND EAST OF ENGLAND ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,29676,0,3801,21,0,14,10890,0,181,8,0,0,2531,640,7645,0,101,1297
MSitAE-APRIL-2025,RAL,NHS ENGLAND LONDON,ROYAL FREE LONDON NHS FOUNDATION TRUST,24636,510,15931,180,0,206,9696,12,997,89,0,31,1192,1792,4823,0,49,751
MSitAE-APRIL-2025,RBN,NHS ENGLAND NORTH WEST ,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,16848,0,7163,321,0,0,5987,0,140,47,0,0,490,349,7715,0,0,661
MSitAE-APRIL-2025,RCB,NHS ENGLAND NORTH EAST AND YORKSHIRE ,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,10390,362,6987,0,0,0,6046,0,384,0,0,0,852,628,4621,0,0,1457
MSitAE-APRIL-2025,RD8,NHS ENGLAND EAST OF ENGLAND ,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,7762,0,4994,775,0,164,2374,0,71,256,0,0,478,0,2274,0,0,475
MSitAE-APRIL-2025,RDU,NHS ENGLAND SOUTH EAST ,FRIMLEY HEALTH NHS FOUNDATION TRUST,21751,900,11461,0,0,0,9653,0,300,0,0,0,1563,129,6093,0,0,154
MSitAE-APRIL-2025,REP,NHS ENGLAND NORTH WEST ,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,0,1416,0,0,119,0,0,168,0,0,0,0,0,0,0,116,0,11
MSitAE-APRIL-2025,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE ROTHERHAM NHS FOUNDATION TRUST,8977,0,0,0,0,0,2806,0,0,0,0,0,525,3,1979,0,0,161
MSitAE-APRIL-2025,RH5,NHS ENGLAND SOUTH WEST ,SOMERSET NHS FOUNDATION TRUST,12443,0,9709,0,0,0,6110,0,246,0,0,0,676,175,3041,0,0,1792
MSitAE-APRIL-2025,RHM,NHS ENGLAND SOUTH EAST ,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,11577,1309,0,12,0,0,4553,137,0,1,0,0,628,10,3745,13,0,1578
MSitAE-APRIL-2025,RHQ,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,8806,1090,6881,431,4,1454,4677,2,289,207,0,16,1157,4,3480,0,0,3050
MSitAE-APRIL-2025,RJ1,NHS ENGLAND LONDON,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,9921,711,6810,0,0,0,3744,40,182,0,0,0,98,64,2054,0,0,247
MSitAE-APRIL-2025,C83023,NHS ENGLAND MIDLANDS ,SLEAFORD MEDICAL GROUP,0,0,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2025,NR3,NHS ENGLAND MIDLANDS ,NOTTINGHAM CITYCARE PARTNERSHIP,0,0,4992,0,0,259,0,0,580,0,0,2,0,0,0,0,0,0
MSitAE-APRIL-2025,R1D,NHS ENGLAND MIDLANDS ,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,0,0,3041,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2025,R1F,NHS ENGLAND SOUTH EAST ,ISLE OF WIGHT NHS TRUST,4279,312,1558,22,0,15,1845,0,0,4,0,0,317,132,1349,0,0,100
MSitAE-APRIL-2025,RA2,NHS ENGLAND SOUTH EAST ,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,6632,0,1551,765,0,8,2022,0,0,166,0,0,261,1,2469,0,0,1045
MSitAE-APRIL-2025,RAN,NHS ENGLAND LONDON,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
MSitAE-APRIL-2025,RBV,NHS ENGLAND NORTH WEST ,THE CHRISTIE NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,763
MSitAE-APRIL-2025,RD1,NHS ENGLAND SOUTH WEST ,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,8660,0,0,0,0,0,3622,0,0,0,0,0,778,120,2565,0,14,1775
